Station,Date,Calday,Year,Month,Season,Latitude,Longitude,Zone,Frame,Vis,FOV.Bias,Habitat,Depth,Time.In,Time.Out,Total.bott,Time.secs.,Algae,Pebble,Gravel,Sand,Mud,Seagrass,mean_velocity,dist,site_heterogeneity
SA113.020818,02/08/2018,214,2018,August,Late,55.52095,-5.060233,1,1,2,2,Gravel,19,07:54,09:12,01:14:25,4465,0.08,0.01,0.43,0,0,0,0.139541969,111.7244244,3
SA113.050919,05/09/2019,248,2019,September,Late,55.423783,-5.102017,3,3,2,2,Sand,36.5,09:11,10:33,01:16:11,4571,0.02,0.04,0,0.49,0,0,0.251637936,797.9373572,3
SA114.020818,02/08/2018,214,2018,August,Late,55.528917,-5.066483,1,2,1,1,Mud,30.3,08:06,09:43,01:32:25,5545,0.05,0.13,0,0,0.06,0,0.114416383,127.8520501,3
SA114.050919,05/09/2019,248,2019,September,Late,55.43715,-5.105983,3,2,2,2,Gravel,9.38,10:00,11:01,00:57:01,3421,0.09,0,0.54,0,0,0,0.185098171,363.7932607,2
SA115.020818,02/08/2018,214,2018,August,Late,55.510533,-5.077167,1,3,1,3,Algae,5.82,09:03,10:12,01:06:20,3980,0.95,0,0,0,0,0,0.081337847,146.8135981,1
SA115.050919,05/09/2019,248,2019,September,Late,55.438217,-5.0966,3,1,2,2,Pebble,19.7,10:20,11:20,00:56:50,3410,0,0.56,0,0,0,0,0.185833767,576.7927746,1
SA116.020818,02/08/2018,214,2018,August,Late,55.515817,-5.073633,1,1,2,2,Sand,20.2,09:27,10:48,01:15:26,4526,0.14,0.01,0.13,0.44,0,0,0.061164252,71.48396701,4
SA116.050919,05/09/2019,248,2019,September,Late,55.429783,-5.0938,3,3,1,3,Mud,36.3,10:44,11:55,01:07:35,4055,0,0,0,0,0.81,0,0.218576521,1357.150972,1
SA117.020818,02/08/2018,214,2018,August,Late,55.528033,-5.0961,1,2,1,2,Mud,36,09:59,11:07,01:10:01,4201,0,0,0,0,0.39,0,0.06570226,514.138302,1
SA117.050919,05/09/2019,248,2019,September,Late,55.44745,-5.091583,3,2,2,2,Algae,8.85,11:18,12:25,01:05:24,3924,0.77,0,0,0,0,0,0.155973092,245.7555276,1
SA118.020818,02/08/2018,214,2018,August,Late,55.52975,-5.124217,1,3,2,3,Sand,9.82,10:29,11:35,01:03:11,3791,0.37,0,0,0.55,0,0,0.024989098,204.9964917,2
SA118.050919,05/09/2019,248,2019,September,Late,55.450667,-5.0828,3,1,2,2,Sand,19.1,11:31,12:37,01:03:37,3817,0.02,0.06,0.12,0.35,0,0,0.148621619,245.305669,4
SA119.020818,02/08/2018,214,2018,August,Late,55.535767,-5.115383,1,1,2,2,Sand,19.7,11:04,12:10,00:59:53,3593,0.09,0.02,0,0.6,0,0,0.037952416,297.2370373,3
SA119.050919,05/09/2019,248,2019,September,Late,55.4437,-5.0842,3,3,2,2,Mud,35.6,12:10,13:10,00:55:49,3349,0,0,0,0,0.69,0,0.172684848,856.6952446,1
SA12.050718,05/07/2018,186,2018,July,Early,55.459633,-5.072667,2,2,2,2,Gravel,26.2,09:11,10:43,01:24:23,5063,0.14,0.01,0.75,0.02,0,0,0.16817607,551.71128,4
SA12.130819,13/08/2019,225,2019,August,Late,55.475933,-5.07155,2,3,1,2,Mud,39,11:34,12:42,01:01:55,3715,0,0,0,0,0.46,0,0.136421189,880.8543485,1
SA120.020818,02/08/2018,214,2018,August,Late,55.537533,-5.095917,1,2,2,2,Mud,29.6,11:24,12:32,01:04:44,3884,0.1,0,0,0,0.51,0,0.086006962,472.7597727,2
SA120.060919,06/09/2019,249,2019,September,Late,55.51145,-5.067683,1,3,2,3,Gravel,11.5,08:54,09:56,00:58:31,3511,0.09,0.04,0.61,0,0,0,0.108354554,0,3
SA121.020818,02/08/2018,214,2018,August,Late,55.523167,-5.11605,1,3,2,3,Sand,11.6,11:45,12:47,00:58:41,3521,0,0,0.01,0.76,0,0,0.037467536,105.9254738,2
SA121.060919,06/09/2019,249,2019,September,Late,55.514167,-5.073667,1,1,2,2,Sand,17.4,09:02,10:06,01:05:29,3929,0.02,0.04,0.08,0.34,0,0,0.061164252,109.8326656,4
SA122.020818,02/08/2018,214,2018,August,Late,55.536917,-5.105233,1,1,2,3,Sand,20.1,12:15,13:16,00:57:28,3448,0.02,0.03,0.06,0.59,0,0,0.06643977,637.1269574,4
SA122.060919,06/09/2019,249,2019,September,Late,55.516183,-5.08085,1,2,2,2,Mud,36.9,09:10,10:26,01:12:01,4321,0,0,0,0,0.45,0,0.071323298,464.1573172,1
SA123.030818,03/08/2018,215,2018,August,Late,55.415883,-5.120867,3,1,1,3,Gravel,36.9,08:49,09:51,00:58:15,3495,0.17,0,0.38,0,0,0,0.345516056,876.683708,2
SA123.060919,06/09/2019,249,2019,September,Late,55.5111,-5.0828,1,3,3,2,Sand,7.44,10:05,11:06,00:58:16,3496,0.37,0,0,0.57,0,0,0.090073615,48.14517605,2
SA124.030818,03/08/2018,215,2018,August,Late,55.422267,-5.129783,3,2,2,2,Algae,19.3,09:01,10:11,01:07:15,4035,0.44,0.03,0.2,0,0,0,0.338416666,574.1522026,3
SA124.060919,06/09/2019,249,2019,September,Late,55.51375,-5.092833,1,1,2,2,Sand,16.3,10:20,11:42,01:17:44,4664,0,0,0,0.67,0,0,0.089105494,104.4167312,1
SA125.030818,03/08/2018,215,2018,August,Late,55.431367,-5.123183,3,3,2,2,Algae,9.6,09:11,10:25,01:10:49,4249,0.89,0.04,0,0,0,0,0.20685564,213.3278883,2
SA125.060919,06/09/2019,249,2019,September,Late,55.526583,-5.096683,1,2,1,2,Mud,37.2,10:39,11:52,01:14:47,4487,0,0,0,0,0.36,0,0.06570226,582.4986582,1
SA126.030818,03/08/2018,215,2018,August,Late,55.4211,-5.106117,3,1,2,2,Gravel,40.9,10:01,11:03,00:57:03,3423,0.14,0.05,0.34,0.01,0,0,0.284010977,697.6297244,4
SA126.060919,06/09/2019,249,2019,September,Late,55.532217,-5.123383,1,3,3,2,Sand,8.6,11:28,12:29,00:58:56,3536,0,0,0,0.87,0,0,0.02447539,161.8347003,1
SA127.030818,03/08/2018,215,2018,August,Late,55.42605,-5.1316,3,2,2,2,Gravel,18.7,10:20,11:53,01:15:21,4521,0.26,0.19,0.43,0.01,0,0,0.261607409,543.6028179,4
SA127.060919,06/09/2019,249,2019,September,Late,55.5296,-5.090933,1,1,2,2,Sand,17.9,11:54,12:56,01:00:50,3650,0,0,0,0.52,0,0,0.060825553,172.5425142,1
SA128.030818,03/08/2018,215,2018,August,Late,55.434383,-5.125383,3,3,2,2,Gravel,9.76,10:31,11:54,01:19:01,4741,0.06,0,0.45,0.21,0,0,0.20685564,568.6478582,3
SA128.060919,06/09/2019,249,2019,September,Late,55.527067,-5.109883,1,2,2,2,Mud,37.8,12:06,13:07,00:57:39,3459,0,0,0,0,0.42,0,0.050316323,673.4345759,1
SA129.030818,03/08/2018,215,2018,August,Late,55.428017,-5.0932,3,1,2,2,Mud,42.7,11:18,12:38,01:12:46,4366,0.02,0,0,0,0.53,0,0.218576521,1346.538973,2
SA13.050718,05/07/2018,186,2018,July,Early,55.466567,-5.076683,2,1,3,2,Algae,7.79,10:05,11:06,00:58:41,3521,0.52,0.02,0.04,0.18,0,0,0.098826639,202.7043592,4
SA13.130819,13/08/2019,225,2019,August,Late,55.477083,-5.084,2,2,3,2,Sand,8.85,12:15,13:18,01:00:28,3628,0,0,0,0.79,0,0,0.083725341,115.9485267,1
SA130.030818,03/08/2018,215,2018,August,Late,55.43155,-5.140383,3,2,2,2,Algae,17.4,11:46,12:58,01:07:05,4025,0.61,0.03,0.18,0.02,0,0,0.163253009,1172.279221,4
SA131.030818,03/08/2018,215,2018,August,Late,55.43545,-5.110567,3,3,2,2,Gravel,8.42,12:02,13:08,01:03:50,3830,0.1,0,0.73,0,0,0,0.176431626,462.956662,2
SA132.040818,04/08/2018,216,2018,August,Late,55.431383,-5.212967,4,3,2,1,Algae,10.2,09:43,10:46,01:01:31,3691,0.52,0,0,0,0,0,0.068936959,357.2947201,1
SA133.040818,04/08/2018,216,2018,August,Late,55.427317,-5.204267,4,1,2,1,Algae,18.8,09:55,11:06,01:06:20,3980,0.32,0.27,0.28,0.01,0,0,0.128178462,716.1143536,4
SA134.040818,04/08/2018,216,2018,August,Late,55.42295,-5.1973,4,2,1,2,Sand,29.2,10:03,11:19,01:12:28,4348,0.07,0,0,0.58,0,0,0.15926595,1202.247712,2
SA135.040818,04/08/2018,216,2018,August,Late,55.430267,-5.19625,4,3,2,2,Algae,9.6,10:56,11:57,00:57:15,3435,0.85,0,0,0,0,0,0.147913128,387.7692882,1
SA136.040818,04/08/2018,216,2018,August,Late,55.427617,-5.183483,4,1,2,2,Gravel,19.1,11:12,12:12,00:56:40,3400,0.06,0.02,0.63,0,0,0,0.184244677,698.7158814,3
SA137.040818,04/08/2018,216,2018,August,Late,55.422217,-5.177367,4,2,1,2,Sand,33.3,11:29,12:36,00:57:54,3474,0.06,0,0.11,0.75,0,0,0.181560561,1317.14041,3
SA138.040818,04/08/2018,216,2018,August,Late,55.432317,-5.175283,4,3,2,1,Algae,10.7,12:05,13:07,00:58:14,3494,0.56,0,0,0,0,0,0.154614538,221.5260098,1
SA139.040818,04/08/2018,216,2018,August,Late,55.431683,-5.163117,3,1,2,2,Pebble,17.8,12:21,13:23,00:59:33,3573,0.02,0.08,0.41,0,0,0,0.140704632,577.6457702,3
SA14.050718,05/07/2018,186,2018,July,Early,55.471533,-5.070733,2,3,2,2,Mud,37.9,10:31,11:35,00:58:48,3528,0.02,0,0,0,0.49,0,0.15830569,773.5653086,2
SA14.130819,13/08/2019,225,2019,August,Late,55.483167,-5.08665,2,1,2,2,Sand,20.4,12:33,13:35,01:05:55,3955,0.05,0,0,0.36,0,0,0.060321964,202.8842822,2
SA140.040818,04/08/2018,216,2018,August,Late,55.4247,-5.152433,3,2,2,2,Sand,28.7,12:50,13:53,01:01:33,3693,0.13,0.01,0.04,0.45,0,0,0.173565671,1573.793371,4
SA15.050718,05/07/2018,186,2018,July,Early,55.478933,-5.078933,2,2,2,2,Sand,25.2,10:58,12:08,01:07:05,4025,0,0,0,0.66,0,0,0.105386876,471.4160129,1
SA15.130819,13/08/2019,225,2019,August,Late,55.491183,-5.074617,2,3,2,2,Mud,34.2,12:52,13:52,00:55:12,3312,0,0,0,0,0.39,0,0.095864356,1132.302713,1
SA16.050718,05/07/2018,186,2018,July,Early,55.48785,-5.089333,2,1,2,2,Sand,6.53,11:22,13:09,01:45:09,6309,0.21,0,0,0.65,0,0,0.037896957,200.1790008,2
SA16.140819,14/08/2019,226,2019,August,Late,55.542567,-5.076083,1,2,2,2,Mud,30.1,10:05,11:10,01:02:25,3745,0,0,0,0,0.36,0,0.091178007,601.0425359,1
SA17.050718,05/07/2018,186,2018,July,Early,55.504417,-5.071117,2,3,3,2,Sand,32.6,11:54,13:24,01:26:14,5174,0.06,0,0,0.6,0,0,0.09331046,537.2707819,2
SA17.140819,14/08/2019,226,2019,August,Late,55.534533,-5.070767,1,3,2,2,Pebble,13.8,10:23,11:30,01:05:54,3954,0.04,0.28,0.17,0,0,0,0.115895152,199.6310626,3
SA18.050718,05/07/2018,186,2018,July,Early,55.509,-5.0752,2,2,3,2,Sand,26,12:33,13:34,00:58:32,3512,0.04,0.04,0.02,0.5,0,0,0.092512764,215.4647586,4
SA18.140819,14/08/2019,226,2019,August,Late,55.523567,-5.06235,1,1,2,2,Algae,8.85,10:37,11:42,01:11:08,4268,0.31,0.04,0.17,0,0,0,0.110547736,107.7047292,3
SA19.060718,06/07/2018,187,2018,July,Early,55.422183,-5.16525,3,2,1,2,Mud,34.7,09:47,10:55,01:01:14,3674,0.01,0,0.03,0,0.51,0,0.165038526,1449.613743,3
SA19.140819,14/08/2019,226,2019,August,Late,55.52895,-5.066683,1,2,2,2,Mud,31.5,11:26,12:29,00:56:51,3411,0,0.05,0.6,0,0.24,0,0.114416383,120.8306247,3
SA195.290818,29/08/2018,241,2018,August,Late,55.446233,-5.09285,3,1,2,2,Algae,11.3,12:49,13:48,00:57:44,3464,0.96,0,0,0,0,0,0.151446834,243.0489013,1
SA196.290818,29/08/2018,241,2018,August,Late,55.4418,-5.0895,3,2,1,2,Gravel,27.6,12:55,14:05,01:03:24,3804,0.05,0.04,0.6,0,0,0,0.18342267,627.5301918,3
SA197.290818,29/08/2018,241,2018,August,Late,55.442217,-5.082833,3,3,1,2,Mud,41.5,13:03,14:21,01:14:17,4457,0,0,0,0,0.4,0,0.185881302,1007.163523,1
SA198.290818,29/08/2018,241,2018,August,Late,55.452117,-5.084817,3,1,3,2,Algae,11.1,13:54,14:55,00:58:46,3526,0.66,0.09,0.05,0,0,0,0.122328192,39.93368612,3
SA199.290818,29/08/2018,241,2018,August,Late,55.454567,-5.077533,2,2,2,2,Sand,24.9,14:12,15:15,01:00:31,3631,0.13,0.08,0.25,0.27,0,0,0.161082014,338.3956712,4
SA20.060718,06/07/2018,187,2018,July,Early,55.43015,-5.16545,4,3,2,3,Gravel,23.7,10:03,11:23,01:17:01,4621,0.05,0.03,0.63,0,0,0,0.157659143,666.2198889,3
SA20.140819,14/08/2019,226,2019,August,Late,55.5165,-5.058267,1,3,2,2,Algae,14.4,11:45,12:56,01:08:26,4106,0.31,0.03,0.18,0,0,0,0.157315239,91.89043422,3
SA200.290818,29/08/2018,241,2018,August,Late,55.45795,-5.07295,2,3,1,2,Mud,45.9,14:35,15:35,00:57:53,3473,0.09,0,0,0,0.32,0,0.16817607,533.834794,2
SA201.290818,29/08/2018,241,2018,August,Late,55.4614,-5.077483,2,1,3,2,Algae,11.7,15:06,16:06,00:55:34,3334,0.41,0.32,0.06,0,0,0,0.102751195,247.09514,3
SA202.290818,29/08/2018,241,2018,August,Late,55.467983,-5.075233,2,2,2,2,Sand,23.2,15:26,16:26,00:47:09,2829,0.19,0,0.27,0.32,0,0,0.154822841,357.824314,3
SA203.290818,29/08/2018,241,2018,August,Late,55.469983,-5.068083,2,3,1,2,Sand,39.2,15:45,16:25,00:33:12,1992,0.09,0,0,0.52,0,0,0.15830569,857.4156645,2
SA204.300818,30/08/2018,242,2018,August,Late,55.500583,-5.350483,5,1,1,2,Algae,9.13,08:45,09:48,01:00:48,3648,0.6,0,0,0,0,0,0.126594722,483.2973574,1
SA205.300818,30/08/2018,242,2018,August,Late,55.495467,-5.356317,5,3,1,2,Algae,18,08:55,10:05,01:08:02,4082,0.4,0.11,0.07,0,0,0,0.1698239,1138.603321,3
SA206.300818,30/08/2018,242,2018,August,Late,55.488217,-5.363783,5,2,1,2,Sand,25.3,09:03,10:15,01:13:38,4418,0.04,0,0.06,0.43,0,0,0.17300424,2000.965557,3
SA207.300818,30/08/2018,242,2018,August,Late,55.492467,-5.337,5,1,3,2,Gravel,9.52,09:57,10:59,00:57:11,3431,0.29,0,0.53,0,0,0,0.108015515,545.157863,2
SA208.300818,30/08/2018,242,2018,August,Late,55.488083,-5.349067,5,3,1,2,Algae,18.9,10:12,11:15,01:02:06,3726,0.24,0.14,0.23,0,0,0,0.142387971,1268.875802,3
SA209.300818,30/08/2018,242,2018,August,Late,55.4805,-5.356717,5,2,1,2,Sand,29.6,10:27,11:34,00:59:48,3588,0,0,0,0.49,0,0,0.154575452,1922.671263,1
SA21.060718,06/07/2018,187,2018,July,Early,55.43605,-5.163833,3,1,2,1,Algae,8.34,10:14,11:31,01:22:40,4960,0.7,0,0.04,0,0,0,0.115996577,124.2537818,2
SA21.140819,14/08/2019,226,2019,August,Late,55.5112,-5.06415,1,1,2,2,Algae,9.21,12:02,13:22,01:18:19,4699,0.79,0.11,0,0,0,0,0.108354554,67.51677753,2
SA210.300818,30/08/2018,242,2018,August,Late,55.479633,-5.33295,5,1,3,2,Algae,10.6,11:10,12:12,00:59:43,3583,0.54,0.08,0.07,0,0,0,0.15457508,484.5824643,3
SA211.300818,30/08/2018,242,2018,August,Late,55.474483,-5.346917,5,3,2,2,Pebble,19.5,11:28,12:30,00:58:36,3516,0.06,0.17,0.11,0.18,0,0,0.160322472,1496.486082,4
SA212.300818,30/08/2018,242,2018,August,Late,55.463883,-5.3456,5,2,1,2,Pebble,27.6,11:48,12:52,00:58:09,3489,0.06,0.22,0.22,0,0,0,0.153066397,1777.336685,3
SA213.310818,31/08/2018,243,2018,August,Late,55.433133,-5.24755,4,1,2,2,Algae,9.44,08:42,09:43,00:58:14,3494,0.86,0,0,0,0,0,0.120456807,598.9096575,1
SA214.310818,31/08/2018,243,2018,August,Late,55.427317,-5.24355,4,2,2,3,Algae,15.7,08:50,09:55,01:03:46,3826,0.94,0,0,0,0,0,0.131153464,1192.26885,1
SA215.310818,31/08/2018,243,2018,August,Late,55.420767,-5.23815,4,3,3,2,Mud,31.7,08:58,10:15,01:14:49,4489,0,0,0,0,0.42,0,0.13361752,1860.026696,1
SA216.310818,31/08/2018,243,2018,August,Late,55.431567,-5.2365,4,1,3,3,Algae,11.2,09:50,10:53,00:56:32,3392,0.92,0,0,0,0,0,0.088912278,654.8700316,1
SA217.310818,31/08/2018,243,2018,August,Late,55.42855,-5.221133,4,2,2,3,Algae,17.5,10:07,11:15,01:00:56,3656,0.67,0.15,0.03,0,0,0,0.11363104,792.4743609,3
SA218.310818,31/08/2018,243,2018,August,Late,55.424167,-5.2162,4,3,1,2,Sand,28.9,10:26,11:32,01:02:05,3725,0,0,0,0.72,0,0,0.133216754,1182.736667,1
SA219.310818,31/08/2018,243,2018,August,Late,55.430133,-5.203817,4,1,2,3,Algae,11,11:03,12:05,00:59:30,3570,0.93,0,0,0,0,0,0.140900612,402.6589103,1
SA22.060718,06/07/2018,187,2018,July,Early,55.41605,-5.16375,3,2,2,2,Gravel,37.4,11:12,12:17,01:01:58,3718,0.11,0.05,0.49,0,0,0,0.185664088,2125.944685,3
SA22.140819,14/08/2019,226,2019,August,Late,55.51465,-5.0794,1,2,1,1,Mud,36,12:46,13:47,00:57:00,3420,0,0,0,0,0.29,0,0.055637661,443.9751462,1
SA220.310818,31/08/2018,243,2018,August,Late,55.42785,-5.189133,4,2,2,2,Algae,16.3,11:22,12:25,00:59:32,3572,0.73,0,0,0,0,0,0.176577583,656.7902684,1
SA221.310818,31/08/2018,243,2018,August,Late,55.425783,-5.175617,4,3,2,2,Sand,30.5,11:46,12:47,00:58:21,3501,0.05,0,0.03,0.51,0,0,0.186076894,937.2019425,3
SA222.010918,01/09/2018,244,2018,September,Late,55.437767,-5.127967,3,1,2,2,Algae,8.74,08:39,09:41,00:59:30,3570,0.91,0,0,0,0,0,0.130003721,511.2513827,1
SA223.010918,01/09/2018,244,2018,September,Late,55.433367,-5.133917,3,2,2,2,Algae,15.3,08:47,09:55,01:06:36,3996,0.71,0.23,0.03,0,0,0,0.150321156,866.8796433,3
SA224.010918,01/09/2018,244,2018,September,Late,55.427667,-5.14235,3,3,2,2,Sand,24.6,08:55,10:10,01:13:11,4391,0.08,0.1,0.08,0.28,0,0,0.158308685,1221.925456,4
SA225.010918,01/09/2018,244,2018,September,Late,55.42995,-5.122267,3,1,2,2,Algae,8.5,09:50,10:51,00:57:35,3455,0.91,0,0,0,0,0,0.284051389,45.50654962,1
SA226.010918,01/09/2018,244,2018,September,Late,55.42565,-5.129333,3,2,3,2,Algae,16,10:05,11:12,01:03:41,3821,0.64,0.16,0.12,0.04,0,0,0.313166976,409.3408571,4
SA227.010918,01/09/2018,244,2018,September,Late,55.4234,-5.1442,3,3,2,2,Sand,23.7,10:21,11:31,01:07:53,4073,0.02,0.02,0.09,0.41,0,0,0.190685764,1383.208642,4
SA228.010918,01/09/2018,244,2018,September,Late,55.434883,-5.111133,3,1,3,2,Gravel,7.95,11:00,12:08,01:04:48,3888,0.29,0.03,0.53,0,0,0,0.239972621,523.3932826,3
SA229.010918,01/09/2018,244,2018,September,Late,55.4246,-5.114183,3,2,3,2,Algae,14.7,11:20,12:20,00:57:02,3422,0.6,0.12,0.24,0,0,0,0.341585398,69.14743012,3
SA23.060718,06/07/2018,187,2018,July,Early,55.428867,-5.151533,3,3,3,2,Gravel,24.6,11:32,12:37,01:01:57,3717,0.03,0,0.63,0,0,0,0.15519613,1238.328443,2
SA23.140819,14/08/2019,226,2019,August,Late,55.522283,-5.079667,1,3,3,2,Sand,17.7,13:13,14:16,01:01:29,3689,0.11,0,0.06,0.37,0,0,0.104323097,32.77524369,3
SA230.010918,01/09/2018,244,2018,September,Late,55.428533,-5.105,3,3,2,2,Mud,27.6,11:46,12:50,00:58:26,3506,0.03,0,0.13,0,0.32,0,0.233710572,646.4509501,3
SA24.060718,06/07/2018,187,2018,July,Early,55.4376,-5.153783,3,1,1,2,Algae,9.52,11:47,11:55,01:07:51,4071,0.8,0,0,0,0,0,0.116647989,468.2797969,1
SA24.140819,14/08/2019,226,2019,August,Late,55.51105,-5.078883,1,1,3,2,Sand,8.14,13:32,14:34,00:57:41,3461,0.12,0,0,0.72,0,0,0.081337847,114.4268204,2
SA25.060718,06/07/2018,187,2018,July,Early,55.4164,-5.139417,3,2,2,3,Gravel,32.2,12:28,13:30,00:41:02,2462,0.04,0.13,0.46,0,0,0,0.259014904,1441.240213,3
SA25.150819,15/08/2019,227,2019,August,Late,55.4887,-5.055183,2,3,3,2,Sand,10.5,10:52,11:54,00:57:26,3446,0.15,0,0,0.61,0,0,0.118661426,2247.322906,2
SA26.060718,06/07/2018,187,2018,July,Early,55.427683,-5.137717,3,3,3,2,Gravel,22.5,12:49,13:58,01:04:49,3889,0.04,0,0.78,0,0,0,0.182377562,928.8700396,2
SA26.150819,15/08/2019,227,2019,August,Late,55.483383,-5.086583,2,1,2,2,Sand,20.9,11:01,12:10,01:05:15,3915,0.07,0,0,0.36,0,0,0.060321964,215.0051986,2
SA27.060718,06/07/2018,187,2018,July,Early,55.4379,-5.143017,3,1,2,2,Algae,9.21,13:08,14:13,00:59:14,3554,0.91,0,0,0,0,0,0.111964069,465.4506902,1
SA27.150819,15/08/2019,227,2019,August,Late,55.48385,-5.075333,2,2,1,1,Mud,36.9,11:10,12:27,01:18:21,4701,0,0,0,0,0.37,0,0.106847242,881.3492918,1
SA28.070718,07/07/2018,188,2018,July,Early,55.42775,-5.254117,4,3,2,2,Gravel,23.4,10:35,11:36,00:58:56,3536,0.07,0.01,0.66,0,0,0,0.11136426,1248.47087,3
SA28.150819,15/08/2019,227,2019,August,Late,55.494717,-5.086483,2,3,3,2,Sand,10.3,12:02,13:06,00:58:41,3521,0.3,0,0,0.41,0,0,0.071654357,345.4828978,2
SA29.070718,07/07/2018,188,2018,July,Early,55.419517,-5.264367,4,2,1,2,Mud,32.2,10:49,11:56,01:05:37,3937,0,0,0,0,0.59,0,0.105791532,2319.368212,1
SA29.150819,15/08/2019,227,2019,August,Late,55.4974,-5.08125,2,1,2,2,Sand,21.3,12:23,13:24,00:56:47,3407,0.02,0,0,0.53,0,0,0.087483756,509.9883537,2
SA30.070718,07/07/2018,188,2018,July,Early,55.435067,-5.25865,4,1,1,3,Algae,9.03,11:00,12:16,01:13:00,4380,0.96,0,0,0,0,0,0.109577239,635.743343,1
SA30.150819,15/08/2019,227,2019,August,Late,55.49855,-5.068617,2,2,1,2,Mud,34.5,12:45,13:48,00:58:46,3526,0,0,0,0,0.35,0,0.096255839,958.3214016,1
SA31.070718,07/07/2018,188,2018,July,Early,55.4242,-5.243417,4,3,3,2,Gravel,22.9,11:49,12:52,00:59:32,3572,0.07,0.03,0.64,0,0,0,0.134374335,1535.503398,3
SA31.150819,15/08/2019,227,2019,August,Late,55.5059,-5.0784,2,3,3,2,Sand,9.56,13:14,14:22,01:04:43,3883,0,0,0,0.9,0,0,0.096087515,49.13962516,1
SA32.070718,07/07/2018,188,2018,July,Early,55.4181,-5.2514,4,2,1,2,Mud,34,12:05,13:13,01:04:05,3845,0.14,0,0,0,0.51,0,0.126438797,2289.851619,2
SA32.150819,15/08/2019,227,2019,August,Late,55.511883,-5.085633,1,1,2,2,Sand,20.5,13:38,14:39,00:57:54,3474,0.22,0,0,0.28,0,0,0.111690968,101.5083504,2
SA33.070718,07/07/2018,188,2018,July,Early,55.432167,-5.2444,4,1,1,3,Algae,10.6,12:26,13:36,01:07:47,4067,0.91,0,0,0,0,0,0.116167143,672.7751435,1
SA33.150819,15/08/2019,227,2019,August,Late,55.515,-5.082317,1,2,1,2,Mud,36.1,14:02,13:08,00:57:23,3443,0,0.12,0,0,0.22,0,0.071323298,473.4984164,2
SA34.070718,07/07/2018,188,2018,July,Early,55.42665,-5.227667,4,3,2,2,Gravel,23.9,13:03,14:09,01:03:26,3806,0.15,0.1,0.48,0.03,0,0,0.125748962,1137.556157,4
SA34.160819,16/08/2019,228,2019,August,Late,55.53815,-5.0832,1,1,3,2,Algae,10.8,11:01,12:05,00:59:57,3597,0.49,0.12,0.11,0,0,0,0.086809486,98.30076141,3
SA35.070718,07/07/2018,188,2018,July,Early,55.422033,-5.221767,4,2,2,2,Mud,32.4,13:27,14:33,01:01:51,3711,0,0,0,0,0.45,0,0.132668316,1498.023,1
SA35.160819,16/08/2019,228,2019,August,Late,55.536733,-5.089067,1,2,3,2,Sand,15.6,11:11,12:20,01:06:05,3965,0.18,0,0.12,0.34,0,0,0.087764733,60.84791328,3
SA36.070718,07/07/2018,188,2018,July,Early,55.430983,-5.217617,4,1,2,2,Algae,9.84,13:48,14:51,01:01:35,3695,0.9,0,0,0,0,0,0.114724062,469.0593731,1
SA36.160819,16/08/2019,228,2019,August,Late,55.530617,-5.099983,1,3,2,2,Mud,32.2,11:23,12:38,01:11:16,4276,0,0,0,0,0.64,0,0.067487516,717.9044485,1
SA37.080718,08/07/2018,189,2018,July,Early,55.505817,-5.357633,5,1,1,2,Algae,8.03,11:13,12:20,01:03:24,3804,0.8,0,0,0,0,0,0.219880164,78.53087844,1
SA37.160819,16/08/2019,228,2019,August,Late,55.545517,-5.084,1,1,2,2,Algae,8.85,12:14,13:18,00:58:54,3534,0.69,0.12,0,0,0,0,0.102216527,452.6467831,2
SA38.080718,08/07/2018,189,2018,July,Early,55.499283,-5.3629,5,2,3,2,Gravel,22,11:27,12:38,01:07:32,4052,0.14,0.02,0.65,0,0,0,0.183314264,823.8436911,3
SA38.160819,16/08/2019,228,2019,August,Late,55.5404,-5.098117,1,2,3,2,Pebble,17.9,12:31,13:46,01:14:26,4466,0.17,0.24,0.13,0.1,0,0,0.078168109,369.8235594,4
SA39.080718,08/07/2018,189,2018,July,Early,55.491917,-5.364683,5,3,2,2,Mud,30.6,11:37,12:56,01:15:28,4528,0.02,0,0,0,0.68,0,0.1742028,1620.834902,2
SA39.160819,16/08/2019,228,2019,August,Late,55.5207,-5.1046,1,3,2,2,Mud,36.5,12:53,14:06,01:11:53,4313,0,0,0,0,0.63,0,0.092682302,237.9090325,1
SA40.080718,08/07/2018,189,2018,July,Early,55.49895,-5.344633,5,1,1,2,Algae,7.61,12:31,13:32,00:57:18,3438,0.91,0,0,0,0,0,0.102118388,529.8336846,1
SA40.160819,16/08/2019,228,2019,August,Late,55.53,-5.124533,1,1,2,2,Sand,5.49,13:35,14:36,00:58:45,3525,0.22,0,0,0.51,0,0,0.024989098,187.3898783,2
SA41.080718,08/07/2018,189,2018,July,Early,55.467817,-5.354733,5,2,3,2,Gravel,22.9,12:48,13:51,01:00:27,3627,0.04,0.07,0.69,0,0,0,0.164302468,2185.746954,3
SA41.160819,16/08/2019,228,2019,August,Late,55.537233,-5.10825,1,2,2,2,Sand,18.6,13:57,14:59,01:01:45,3705,0.07,0.06,0,0.46,0,0,0.06643977,548.1007339,3
SA42.080718,08/07/2018,189,2018,July,Early,55.475617,-5.354567,5,3,1,2,Mud,30.5,13:09,14:12,00:59:42,3582,0.01,0,0.01,0,0.53,0,0.162280589,1918.998906,3
