ID,Station,Year,Source,Latitude,Longitude,Depth,Algae,Pebble,Gravel,Sand,Mud,Seagrass,Habitat
861,SA55.200819,2019,UOG,55.494683,-5.338133,8.32,0.87,0,0,0,0,0,Algae
862,SA56.200819,2019,UOG,55.491167,-5.348033,18.2,0.07,0.15,0.12,0.22,0,0,Sand
863,SA57.200819,2019,UOG,55.479617,-5.357783,31.2,0,0,0,0,0.49,0,Mud
864,SA58.200819,2019,UOG,55.485083,-5.330583,9.21,0.82,0,0.11,0,0,0,Algae
865,SA59.200819,2019,UOG,55.478433,-5.3413,17.4,0.04,0.47,0.09,0.1,0,0,Pebble
866,SA60.200819,2019,UOG,55.463317,-5.346917,30.6,0,0,0.03,0,0.45,0,Mud
867,SA61.210819,2019,UOG,55.51895,-5.05935,8.68,0.25,0,0,0.58,0,0,Sand
868,SA62.210819,2019,UOG,55.52435,-5.0645,18.4,0.06,0.45,0.1,0.02,0,0,Pebble
869,SA63.210819,2019,UOG,55.527917,-5.064717,40.6,0,0.02,0,0,0.54,0,Mud
870,SA64.210819,2019,UOG,55.53955,-5.0798,7.61,0.46,0.19,0.12,0,0,0,Algae
871,SA65.210819,2019,UOG,55.538967,-5.084967,19.5,0.05,0.09,0.23,0.17,0,0,Gravel
872,SA66.210819,2019,UOG,55.537683,-5.0728,37,0,0,0,0,0.53,0,Mud
873,SA67.210819,2019,UOG,55.552567,-5.082667,13.3,0.41,0.19,0.09,0.1,0,0,Algae
874,SA68.210819,2019,UOG,55.557083,-5.087683,20.6,0.08,0.12,0.1,0.24,0,0,Sand
875,SA69.210819,2019,UOG,55.565083,-5.09035,35.4,0,0,0,0,0.49,0,Mud
876,SA70.250819,2019,UOG,55.452867,-5.313733,9.21,0.83,0,0,0,0,0,Algae
877,SA71.250819,2019,UOG,55.448767,-5.321217,19.1,0.16,0.21,0.25,0,0,0,Gravel
878,SA72.250819,2019,UOG,55.445483,-5.341117,33.8,0,0,0,0,0.49,0,Mud
879,SA73.250819,2019,UOG,55.4475,-5.297283,9.74,0.89,0,0,0,0,0,Algae
880,SA74.250819,2019,UOG,55.43625,-5.297183,17.4,0.49,0.13,0.11,0,0,0,Algae
881,SA75.250819,2019,UOG,55.4196,-5.29805,27.5,0.08,0.23,0.08,0,0,0,Pebble
882,SA76.250819,2019,UOG,55.442967,-5.274533,9.03,0.25,0,0,0,0,0,Algae
883,SA77.250819,2019,UOG,55.432917,-5.273517,18.3,0.3,0.25,0.18,0,0,0,Pebble
884,SA78.250819,2019,UOG,55.422783,-5.272117,30.3,0,0,0,0,0.59,0,Mud
885,SA79.260819,2019,UOG,55.433917,-5.24115,9.37,0.92,0,0,0,0,0,Algae
886,SA80.260819,2019,UOG,55.430133,-5.24355,15.7,0.34,0,0.21,0,0,0,Algae
887,SA81.260819,2019,UOG,55.423267,-5.239483,29.9,0,0.19,0,0,0.25,0,Mud
888,SA82.260819,2019,UOG,55.432017,-5.227817,8.68,0.94,0,0,0,0,0,Algae
889,SA83.260819,2019,UOG,55.42935,-5.2145,17.7,0,0.63,0.19,0.08,0,0,Pebble
890,SA84.260819,2019,UOG,55.422833,-5.216133,31.9,0,0,0,0,0.5,0,Mud
891,SA85.260819,2019,UOG,55.430767,-5.19925,9.03,0.79,0.11,0,0,0,0,Algae
892,SA86.260819,2019,UOG,55.427917,-5.188183,16.8,0.22,0.61,0,0,0,0,Pebble
893,SA87.260819,2019,UOG,55.42295,-5.179483,32.4,0,0.06,0.15,0.32,0,0,Sand
894,SA195.290818,2018,UOG,55.446233,-5.09285,11.3,0.96,0,0,0,0,0,Algae
895,SA196.290818,2018,UOG,55.4418,-5.0895,27.6,0.05,0.04,0.6,0,0,0,Gravel
896,SA197.290818,2018,UOG,55.442217,-5.082833,41.5,0,0,0,0,0.4,0,Mud
897,SA198.290818,2018,UOG,55.452117,-5.084817,11.1,0.66,0.09,0.05,0,0,0,Algae
898,SA199.290818,2018,UOG,55.454567,-5.077533,24.9,0.13,0.08,0.25,0.27,0,0,Sand
899,SA200.290818,2018,UOG,55.45795,-5.07295,45.9,0.09,0,0,0,0.32,0,Mud
900,SA201.290818,2018,UOG,55.4614,-5.077483,11.7,0.41,0.32,0.06,0,0,0,Algae
901,SA202.290818,2018,UOG,55.467983,-5.075233,23.2,0.19,0,0.27,0.32,0,0,Sand
902,SA203.290818,2018,UOG,55.469983,-5.068083,39.2,0.09,0,0,0.52,0,0,Sand
903,SA204.300818,2018,UOG,55.500583,-5.350483,9.13,0.6,0,0,0,0,0,Algae
904,SA205.300818,2018,UOG,55.495467,-5.356317,18,0.4,0.11,0.07,0,0,0,Algae
905,SA206.300818,2018,UOG,55.488217,-5.363783,25.3,0.04,0,0.06,0.43,0,0,Sand
906,SA207.300818,2018,UOG,55.492467,-5.337,9.52,0.29,0,0.53,0,0,0,Gravel
907,SA208.300818,2018,UOG,55.488083,-5.349067,18.9,0.24,0.14,0.23,0,0,0,Algae
908,SA209.300818,2018,UOG,55.4805,-5.356717,29.6,0,0,0,0.49,0,0,Sand
909,SA210.300818,2018,UOG,55.479633,-5.33295,10.6,0.54,0.08,0.07,0,0,0,Algae
910,SA211.300818,2018,UOG,55.474483,-5.346917,19.5,0.06,0.17,0.11,0.18,0,0,Sand
911,SA212.300818,2018,UOG,55.463883,-5.3456,27.6,0.06,0.22,0.22,0,0,0,Pebble
912,SA213.310818,2018,UOG,55.433133,-5.24755,9.44,0.86,0,0,0,0,0,Algae
913,SA214.310818,2018,UOG,55.427317,-5.24355,15.7,0.94,0,0,0,0,0,Algae
914,SA215.310818,2018,UOG,55.420767,-5.23815,31.7,0,0,0,0,0.42,0,Mud
915,SA216.310818,2018,UOG,55.431567,-5.2365,11.2,0.92,0,0,0,0,0,Algae
916,SA217.310818,2018,UOG,55.42855,-5.221133,17.5,0.67,0.15,0.03,0,0,0,Algae
917,SA218.310818,2018,UOG,55.424167,-5.2162,28.9,0,0,0,0.72,0,0,Sand
918,SA219.310818,2018,UOG,55.430133,-5.203817,11,0.93,0,0,0,0,0,Algae
919,SA220.310818,2018,UOG,55.42785,-5.189133,16.3,0.73,0,0,0,0,0,Algae
920,SA221.310818,2018,UOG,55.425783,-5.175617,30.5,0.05,0,0.03,0.51,0,0,Sand
921,SA222.010918,2018,UOG,55.437767,-5.127967,8.74,0.91,0,0,0,0,0,Algae
922,SA223.010918,2018,UOG,55.433367,-5.133917,15.3,0.71,0.23,0.03,0,0,0,Algae
923,SA224.010918,2018,UOG,55.427667,-5.14235,24.6,0.08,0.1,0.08,0.28,0,0,Sand
924,SA225.010918,2018,UOG,55.42995,-5.122267,8.5,0.91,0,0,0,0,0,Algae
925,SA226.010918,2018,UOG,55.42565,-5.129333,16,0.64,0.16,0.12,0.04,0,0,Algae
926,SA227.010918,2018,UOG,55.4234,-5.1442,23.7,0.02,0.02,0.09,0.41,0,0,Sand
927,SA228.010918,2018,UOG,55.434883,-5.111133,7.95,0.29,0.03,0.53,0,0,0,Gravel
928,SA229.010918,2018,UOG,55.4246,-5.114183,14.7,0.6,0.12,0.24,0,0,0,Algae
929,SA230.010918,2018,UOG,55.428533,-5.105,27.6,0.03,0,0.13,0,0.32,0,Mud
930,SA88.010919,2019,UOG,55.435733,-5.147933,10.6,0.89,0,0,0,0,0,Algae
931,SA89.010919,2019,UOG,55.43215,-5.1589,19.7,0,0.14,0.46,0,0,0,Gravel
932,SA90.010919,2019,UOG,55.440467,-5.155783,31.4,0,0,0.17,0,0.34,0,Mud
933,SA91.010919,2019,UOG,55.438317,-5.147167,13.8,0.87,0,0,0,0,0,Algae
934,SA92.010919,2019,UOG,55.434033,-5.144467,19.1,0.12,0,0.59,0,0,0,Gravel
935,SA93.010919,2019,UOG,55.418983,-5.145183,28.5,0,0,0.61,0,0,0,Gravel
936,SA94.010919,2019,UOG,55.438683,-5.1371,9.38,0.88,0,0,0,0,0,Algae
937,SA96.020919,2019,UOG,55.48125,-5.086617,7.44,0,0,0,0,0,0.8,Seagrass
938,SA97.020919,2019,UOG,55.486933,-5.08845,18.4,0,0.06,0.04,0.51,0,0,Sand
939,SA98.020919,2019,UOG,55.490317,-5.093517,28.2,0,0,0,0,0.55,0,Mud
940,SA99.020919,2019,UOG,55.4948,-5.08875,6.37,0,0,0,0.41,0,0.48,Seagrass
941,SA100.020919,2019,UOG,55.498933,-5.080783,15.6,0.11,0,0.14,0.47,0,0,Sand
942,SA101.020919,2019,UOG,55.487983,-5.085067,29.9,0,0,0,0,0.56,0,Mud
943,SA102.030919,2019,UOG,55.553283,-5.083217,6.73,0.82,0,0,0,0,0,Algae
944,SA103.030919,2019,UOG,55.556167,-5.086733,17,0.03,0.07,0.15,0.58,0,0,Sand
945,SA104.030919,2019,UOG,55.559417,-5.081833,37.9,0,0,0,0,0.53,0,Mud
946,SA105.030919,2019,UOG,55.559483,-5.0924,9.38,0.28,0,0.32,0.13,0,0,Gravel
947,SA106.030919,2019,UOG,55.563767,-5.093683,19.8,0,0.15,0.08,0.42,0,0,Sand
948,SA107.030919,2019,UOG,55.563417,-5.085,39.7,0,0,0,0,0.56,0,Mud
949,SA108.030919,2019,UOG,55.568333,-5.102733,7.26,0.09,0,0.09,0.53,0,0,Sand
950,SA109.030919,2019,UOG,55.5565,-5.087,21.3,0,0,0.25,0.43,0,0,Sand
951,SA110.030919,2019,UOG,55.57,-5.089133,40.7,0,0,0,0,0.57,0,Mud
952,SA111.050919,2019,UOG,55.430767,-5.116667,7.79,0.11,0,0,0.6,0,0,Sand
953,SA112.050919,2019,UOG,55.426133,-5.113133,17.1,0,0,0.48,0,0,0,Gravel
954,SA113.050919,2019,UOG,55.423783,-5.102017,36.5,0.02,0.04,0,0.49,0,0,Sand
955,SA114.050919,2019,UOG,55.43715,-5.105983,9.38,0.09,0,0.54,0,0,0,Gravel
956,SA115.050919,2019,UOG,55.438217,-5.0966,19.7,0,0.56,0,0,0,0,Pebble
957,SA116.050919,2019,UOG,55.429783,-5.0938,36.3,0,0,0,0,0.81,0,Mud
958,SA117.050919,2019,UOG,55.44745,-5.091583,8.85,0.77,0,0,0,0,0,Algae
959,SA118.050919,2019,UOG,55.450667,-5.0828,19.1,0.02,0.06,0.12,0.35,0,0,Sand
960,SA119.050919,2019,UOG,55.4437,-5.0842,35.6,0,0,0,0,0.69,0,Mud
961,SA120.060919,2019,UOG,55.51145,-5.067683,11.5,0.09,0.04,0.61,0,0,0,Gravel
962,SA121.060919,2019,UOG,55.514167,-5.073667,17.4,0.02,0.04,0.08,0.34,0,0,Sand
963,SA122.060919,2019,UOG,55.516183,-5.08085,36.9,0,0,0,0,0.45,0,Mud
964,SA123.060919,2019,UOG,55.5111,-5.0828,7.44,0.37,0,0,0.57,0,0,Sand
965,SA124.060919,2019,UOG,55.51375,-5.092833,16.3,0,0,0,0.67,0,0,Sand
966,SA125.060919,2019,UOG,55.526583,-5.096683,37.2,0,0,0,0,0.36,0,Mud
967,SA126.060919,2019,UOG,55.532217,-5.123383,8.6,0,0,0,0.87,0,0,Sand
968,SA127.060919,2019,UOG,55.5296,-5.090933,17.9,0,0,0,0.52,0,0,Sand
969,SA128.060919,2019,UOG,55.527067,-5.109883,37.8,0,0,0,0,0.42,0,Mud
970,SA.C1.040613.1b,2013,UOG,55.5397,-5.0882,7.5,0,0.05,0.33,0,0,0,Gravel
971,SA.C2.040613.2,2013,UOG,55.4763,-5.083767,8.3,0.12,0,0,0.2,0,0,Sand
972,SA.C5.050613.3,2013,UOG,55.4280167,-5.223817,17,0.48,0,0,0,0,0,Algae
973,SA.C5.050613.4,2013,UOG,55.4253,-5.221967,27,0.08,0,0.19,0,0,0,Gravel
974,SA.C1.070613.1,2013,UOG,55.5327667,-5.113933,27,0,0.08,0.15,0,0,0,Gravel
975,SA.C2.150713.F1.1,2013,UOG,55.4665,-5.08005,10.3,0.46,0,0,0,0,0,Algae
976,SA.C5.150713.F3.2,2013,UOG,55.4354167,-5.249533,8.5,0.89,0,0,0,0,0,Algae
977,SA.C5.150713.F1.3,2013,UOG,55.4302,-5.217483,12.8,0.49,0,0,0,0,0,Algae
978,SA.C3.150713.F1.4,2013,UOG,55.4200333,-5.118733,17.2,0.24,0.19,0.2,0,0,0,Algae
979,SA.C5.150713.F3.5,2013,UOG,55.4351,-5.275117,10.7,0.23,0,0.57,0,0,0,Gravel
980,SA.C2.150713.F1.6,2013,UOG,55.4721,-5.081617,6,0,0,0,0.14,0,0.27,Seagrass
981,SA.C6.160713.F3.1,2013,UOG,55.4480833,-5.303683,9.7,0.85,0,0,0,0,0,Algae
982,SA.C7.160713.F1.2,2013,UOG,55.4954333,-5.348767,15.4,0,0.12,0.76,0,0,0,Gravel
983,SA.C6.160713.F3.3,2013,UOG,55.4487,-5.317783,15.4,0.59,0,0.24,0,0,0,Algae
984,SA.C7.160713.F1.4,2013,UOG,55.4819167,-5.343067,14.4,0.03,0.12,0.73,0,0,0,Gravel
985,SA.C3.160713.F1.5,2013,UOG,55.41405,-5.133717,14.7,0.55,0,0.16,0,0,0,Algae
986,SA.C2.160713.F1.6,2013,UOG,55.4900167,-5.090633,5,0.04,0,0,0.18,0,0.48,Seagrass
987,SA.C5.180713.F1.1,2013,UOG,55.42445,-5.185283,29.1,0.02,0.11,0,0.62,0,0,Sand
988,SA.C5.180713.F3.2,2013,UOG,55.4280167,-5.223917,19.5,0,0.32,0.19,0.12,0,0,Pebble
989,SA.C5.180713.F1.3,2013,UOG,55.4301,-5.185233,9.3,0.72,0,0,0,0,0,Algae
990,SA.C4.180713.F3.4,2013,UOG,55.4378,-5.101117,11.7,0.19,0,0.76,0,0,0,Gravel
991,SA.C4.180713.F1.5,2013,UOG,55.4538333,-5.08085,13.3,0.2,0.09,0.63,0,0,0,Gravel
992,SA.C1.180713.F1.6,2013,UOG,55.5062833,-5.064833,11.2,0.16,0,0.55,0,0,0,Gravel
993,SA.C1.180713.F3.7,2013,UOG,55.5418,-5.086817,13.6,0.26,0.06,0.46,0,0,0,Gravel
994,SA.C1.180713.F1.8,2013,UOG,55.5337333,-5.094217,15.5,0.05,0,0,0.77,0,0,Sand
995,SA.C3.5.310713.F2.1,2013,UOG,55.4350667,-5.130917,14.9,0.62,0.08,0.05,0.12,0,0,Algae
996,SA.C4.310713.F3.2,2013,UOG,55.4343833,-5.106167,12,0.57,0,0,0,0,0,Algae
997,SA.C3.310713.F2.3,2013,UOG,55.4140167,-5.131367,13,0.76,0,0,0,0,0,Algae
998,SA.C5.310713.F3.4,2013,UOG,55.4269833,-5.1916,18.1,0.21,0.29,0.24,0.04,0,0,Pebble
999,SA.HI.310713.F3.5,2013,UOG,55.5131,-5.057067,17,0.08,0.27,0.42,0,0,0,Gravel
1000,SA.HI.310713.F2.6,2013,UOG,55.5276,-5.066717,12,0.07,0,0,0.76,0,0,Sand
1001,SA.C5.120813.F1.1,2013,UOG,55.4331333,-5.252033,12,0,0,0.49,0,0,0,Gravel
1002,SA.C5.6.120813.F3.2,2013,UOG,55.4354,-5.274667,14,0.87,0,0.04,0,0,0,Algae
1003,SA.C5.120813.F1.3,2013,UOG,55.4324,-5.243567,10,0.88,0,0,0,0,0,Algae
1004,SA.C6.120813.F3.4,2013,UOG,55.4484,-5.30305,10.4,0.93,0,0,0,0,0,Algae
1005,SA.C6.120813.F1.5,2013,UOG,55.45035,-5.3108,10,0.69,0,0,0,0,0,Algae
1006,SA.HI.130813.F1.1,2013,UOG,55.5122833,-5.057733,14.5,0.17,0.17,0.44,0,0,0,Gravel
1007,SA.C1.130813.F3.2,2013,UOG,55.5443,-5.084167,12.5,0.14,0.13,0.31,0.13,0,0,Gravel
1008,SA.HI.130813.F1.3,2013,UOG,55.5179,-5.0594,6.5,0,0.09,0.29,0,0,0,Gravel
1009,SA.N.C1.130813.F3.4,2013,UOG,55.5567833,-5.088033,9.6,0.18,0,0.14,0.45,0,0,Sand
1010,SA.C1.130813.F1.5,2013,UOG,55.5367667,-5.089767,18.6,0.11,0.07,0.17,0.43,0,0,Sand
1011,SA.N.C1.130813.F3.6,2013,UOG,55.5626833,-5.087967,18.8,0.28,0.12,0.19,0.29,0,0,Sand
1012,SA.C1.130813.F1.7,2013,UOG,55.5430833,-5.09775,8.7,0.62,0.19,0,0,0,0,Algae
1013,SA.C2.130813.F3.8,2013,UOG,55.5001,-5.085517,5.5,0,0,0.35,0.53,0,0,Sand
1014,SA.C7.260813.F1.1,2013,UOG,55.5050333,-5.357783,10.6,0.74,0,0,0,0,0,Algae
1015,SA.C7.260813.F3.2,2013,UOG,55.4875,-5.33965,12,0.82,0,0,0,0,0,Algae
1016,SA.C6.7.260813.F3.3,2013,UOG,55.4694167,-5.329867,12,0.82,0,0,0,0,0,Algae
1017,SA.C6.260813.F1.4,2013,UOG,55.4451333,-5.326467,16,0.77,0.03,0,0.02,0,0,Algae
1018,SA.C5.6.260813.F1.5,2013,UOG,55.4337,-5.260967,11,0.3,0,0,0,0,0,Algae
1019,SA.C5.260813.F3.6,2013,UOG,55.4309333,-5.23375,11.6,0.83,0,0,0,0,0,Algae
1020,SA.C4.260813.F1.7,2013,UOG,55.4483333,-5.0888,11.8,0.69,0,0,0,0,0,Algae
1021,SA.C2.260813.F3.8,2013,UOG,55.4700833,-5.080017,5.6,0,0,0,0.18,0,0.76,Seagrass
1022,SA.C7.250913.F1.1,2013,UOG,55.48185,-5.34295,14.7,0.06,0.15,0.5,0,0,0,Gravel
1023,SA.C7.250913.F3.1,2013,UOG,55.4962,-5.345833,11.8,0.68,0.06,0.1,0,0,0,Algae
1024,SA.C6.7.250913.F3.2,2013,UOG,55.4699167,-5.32905,11.7,0.81,0.12,0,0,0,0,Algae
1025,SA.C6.250913.F1.2,2013,UOG,55.44805,-5.322867,19.6,0,0,0.73,0,0,0,Gravel
1026,SA.C6.250913.F1.3,2013,UOG,55.44315,-5.3031,13.8,0.63,0.22,0.03,0,0,0,Algae
1027,SA.C5.6.250913.F3.3,2013,UOG,55.4391333,-5.2807,13.8,0.81,0.12,0,0,0,0,Algae
1028,SA.F1.300614.C4.1,2014,UOG,55.41575,-5.227416667,42,0,0,0,0,0.45,0,Mud
1029,SA.F3.300614.C4.2,2014,UOG,55.42066667,-5.219533333,34,0,0,0,0,0.6,0,Mud
1030,SA.F2.300614.C4.3,2014,UOG,55.41761667,-5.2121,40,0,0,0,0,0.51,0,Mud
1031,SA.F1.300614.C4.4,2014,UOG,55.4173,-5.2278,40,0,0,0,0,0.29,0,Mud
1032,SA.F3.300614.C4.5,2014,UOG,55.424,-5.207966667,30.9,0,0,0,0,0.54,0,Mud
1033,SA.F2.300614.C4.6,2014,UOG,55.41493333,-5.201716667,45,0,0,0,0,0.54,0,Mud
1034,SA.F2.010714.C3.1,2014,UOG,55.41806667,-5.146966667,29.7,0.18,0.04,0.19,0.14,0,0,Gravel
1035,SA.F3.010714.C3.2,2014,UOG,55.42968333,-5.16765,22.8,0.27,0.1,0.36,0,0,0,Gravel
1036,SA.F1.010714.C3.3,2014,UOG,55.43226667,-5.156066667,18.9,0.03,0.16,0.28,0,0,0,Gravel
1037,SA.F2.010714.C3.4,2014,UOG,55.41801667,-5.155333333,30,0,0.21,0.32,0,0,0,Gravel
1038,SA.F3.010714.C3.5,2014,UOG,55.4336,-5.162283333,15.3,0.14,0.16,0.44,0,0,0,Gravel
1039,SA.F1.010714.C3.6,2014,UOG,55.4337,-5.14845,19.4,0,0.27,0.24,0,0,0,Pebble
1040,SA.F1.010714.C3.7,2014,UOG,55.42545,-5.108966667,29.9,0,0.12,0.03,0.42,0,0,Sand
1041,SA.F3.010714.C3.8,2014,UOG,55.42861667,-5.11095,20.3,0,0.16,0.59,0.02,0,0,Gravel
1042,SA.F2.010714.C3.9,2014,UOG,55.43581667,-5.103616667,13.2,0.1,0.34,0.31,0,0,0,Pebble
1043,SA.F1.010714.C3.10,2014,UOG,55.43171667,-5.097433333,16.6,0.58,0,0,0,0,0,Algae
1044,SA.F3.010714.C3.11,2014,UOG,55.43595,-5.09865,26.4,0,0.05,0.57,0,0,0,Gravel
1045,SA.F2.010714.C3.12,2014,UOG,55.44106667,-5.094783333,17.4,0.17,0.08,0.41,0,0,0,Gravel
1046,SA.F2.030714.C1.1,2014,UOG,55.56261667,-5.081383333,38.4,0,0,0,0,0.42,0,Mud
1047,SA.F1.030714.C1.2,2014,UOG,55.55808333,-5.079016667,34.2,0,0,0,0,0.56,0,Mud
1048,SA.F3.030714.C1.3,2014,UOG,55.56026667,-5.073416667,19.7,0,0.06,0.29,0.29,0,0,Gravel
1049,SA.F2.030714.C1.4,2014,UOG,55.55741667,-5.074066667,35.8,0,0,0,0,0.51,0,Mud
1050,SA.F1.030714.C1.5,2014,UOG,55.55333333,-5.07745,32.8,0,0.09,0,0,0.47,0,Mud
1051,SA.F3.030714.C1.6,2014,UOG,55.55466667,-5.06685,23,0,0.19,0,0,0.18,0,Pebble
1052,SA.F3.030714.C1.7,2014,UOG,55.54341667,-5.087083333,21.3,0,0.14,0.9,0.34,0,0,Gravel
1053,SA.F2.030714.C1.9,2014,UOG,55.54141667,-5.093366667,24.1,0,0,0,0,0.51,0,Mud
1054,SA.F3.030714.C1.10,2014,UOG,55.5393,-5.087266667,20.6,0,0.06,0.45,0.25,0,0,Gravel
1055,SA.F1.030714.C1.11,2014,UOG,55.53695,-5.09775,30.4,0,0,0,0,0.36,0,Mud
1056,SA.F2.030714.C1.12,2014,UOG,55.5361,-5.089833333,9.6,0.59,0.06,0.05,0.04,0,0,Algae
1057,SA.F2.070714.C2.1,2014,UOG,55.4921,-5.087483333,8.7,0.13,0,0,0.66,0,0,Sand
1058,SA.F1.070714.C2.2,2014,UOG,55.48388333,-5.088416667,6.1,0,0,0,0.57,0,0,Sand
1059,SA.F3.070714.C2.3,2014,UOG,55.48803333,-5.0827,26,0,0,0,0,0.47,0,Mud
1060,SA.F2.070714.C2.4,2014,UOG,55.47591667,-5.0833,4.2,0.03,0,0,0.73,0,0,Sand
1061,SA.F1.070714.C2.5,2014,UOG,55.47918333,-5.08435,4.1,0.03,0,0,0.71,0,0,Sand
1062,SA.F3.070714.C2.6,2014,UOG,55.47901667,-5.076233333,31,0,0,0,0,0.41,0,Mud
1063,SA.F3.070714.C2.7,2014,UOG,55.50026667,-5.075033333,30.6,0,0,0,0,0.47,0,Mud
1064,SA.F1.070714.C2.8,2014,UOG,55.50488333,-5.069566667,19.8,0,0.16,0.42,0,0,0,Gravel
1065,SA.F2.070714.C2.9,2014,UOG,55.5093,-5.066833333,11.9,0.47,0,0.2,0.02,0,0,Algae
1066,SA.F2.070714.C1.10,2014,UOG,55.52496667,-5.060483333,31.7,0,0.5,0,0.25,0,0,Pebble
1067,SA.F1.070714.C1.11,2014,UOG,55.5303,-5.069116667,22,0,0.29,0.22,0,0,0,Pebble
1068,SA.F3.070714.C1.12,2014,UOG,55.52831667,-5.063233333,44.6,0,0,0,0,0.38,0,Mud
1069,SA.F1.280714.C4.1,2014,UOG,55.42908333,-5.1771,16.6,0,0.18,0.47,0,0,0,Gravel
1070,SA.F2.280714.C4.2,2014,UOG,55.4271,-5.187633333,19.2,0.03,0.19,0.53,0,0,0,Gravel
1071,SA.F3.280714.C4.3,2014,UOG,55.42913333,-5.19655,14.7,0.39,0,0,0,0,0,Algae
1072,SA.F3.280714.C4.4,2014,UOG,55.42978333,-5.2114,15.6,0.81,0,0,0,0,0,Algae
1073,SA.F2.280714.C4.5,2014,UOG,55.43031667,-5.22175,11.6,0.89,0,0,0,0,0,Algae
1074,SA.F1.280714.C4.6,2014,UOG,55.4263,-5.2224,26,0,0.12,0.46,0.06,0,0,Gravel
1075,SA.F1.280714.C4.7,2014,UOG,55.42493333,-5.179583333,29.2,0,0.08,0,0.38,0,0,Sand
1076,SA.F2.280714.C4.8,2014,UOG,55.4273,-5.167466667,31.1,0,0.15,0.08,0.5,0,0,Sand
1077,SA.F3.280714.C3.9,2014,UOG,55.43316667,-5.163883333,16.5,0.09,0.44,0.23,0,0,0,Pebble
1078,SA.F3.280714.C3.10,2014,UOG,55.43511667,-5.155183333,16.6,0.06,0.24,0.55,0,0,0,Gravel
1079,SA.F2.280714.C3.11,2014,UOG,55.43138333,-5.1479,21.8,0.14,0.2,0.38,0,0,0,Gravel
1080,SA.F1.280714.C3.12,2014,UOG,55.42725,-5.153133333,28.6,0,0.04,0.05,0.42,0,0,Sand
1081,SA.F1.290714.C2.1,2014,UOG,55.5001,-5.085516667,4.2,0.07,0,0,0.66,0,0,Sand
1082,SA.F2.290714.C2.2,2014,UOG,55.49551667,-5.08835,5.6,0.07,0.01,0,0.76,0,0,Sand
1083,SA.F3.290714.C2.3,2014,UOG,55.49033333,-5.090616667,4.3,0.12,0.02,0,0.18,0,0.59,Seagrass
1084,SA.F3.290714.C2.4,2014,UOG,55.48496667,-5.089516667,4.3,0,0,0,0.86,0,0,Sand
1085,SA.F2.290714.C2.5,2014,UOG,55.47618333,-5.084166667,5.5,0,0,0,0.73,0,0.21,Sand
1086,SA.F1.290714.C2.6,2014,UOG,55.4721,-5.081616667,5.4,0.05,0,0,0.49,0,0.37,Sand
1087,SA.F1.290714.C2.7,2014,UOG,55.50385,-5.0651,22.5,0.05,0.08,0.28,0,0,0,Gravel
1088,SA.F2.290714.C2.8,2014,UOG,55.50805,-5.066716667,19.3,0.16,0.19,0.28,0,0,0,Gravel
1089,SA.F3.290714.C2.9,2014,UOG,55.50893333,-5.059016667,21.4,0.13,0.9,0.53,0,0,0,Gravel
1090,SA.F1.290714.C2.10,2014,UOG,55.50348333,-5.06735,22.9,0.02,0.36,0,0.29,0,0,Pebble
1091,SA.F2.290714.C2.11,2014,UOG,55.5088,-5.070066667,28.9,0.17,0.14,0.19,0,0,0,Gravel
1092,SA.F3.290714.C2.12,2014,UOG,55.50981667,-5.061716667,10.6,0.67,0.03,0.13,0,0,0,Algae
1093,SA.F2.310714.C3.1,2014,UOG,55.44038333,-5.098683333,12.4,0.12,0.12,0.54,0,0,0,Gravel
1094,SA.F3.310714.C3.2,2014,UOG,55.44258333,-5.08985,14,0.29,0.13,0.09,0.46,0,0,Sand
1095,SA.F1.310714.C3.3,2014,UOG,55.44411667,-5.08135,42.2,0,0,0,0,0.49,0,Mud
1096,SA.F1.310714.C3.4,2014,UOG,55.4503,-5.086283333,10.8,0.45,0,0.15,0,0,0,Algae
1097,SA.F3.310714.C3.5,2014,UOG,55.45196667,-5.077666667,31.3,0.02,0.03,0,0.45,0,0,Sand
1098,SA.F2.310714.C3.6,2014,UOG,55.4569,-5.07655,20.6,0.16,0.08,0.37,0,0,0,Gravel
1099,SA.F1.310714.C3.7,2014,UOG,55.45135,-5.085183333,13.9,0.36,0.05,0.26,0,0,0,Algae
1100,SA.F3.310714.C3.8,2014,UOG,55.4538,-5.076066667,34.5,0,0,0,0,0.44,0,Mud
1101,SA.F2.310714.C3.9,2014,UOG,55.45906667,-5.073616667,19.3,0.19,0.08,0.12,0.23,0,0,Sand
1102,SA.F2.310714.C2.10,2014,UOG,55.46858333,-5.075216667,26.7,0.14,0.04,0.03,0.34,0,0,Sand
1103,SA.F1.310714.C2.11,2014,UOG,55.4741,-5.080483333,24.6,0.06,0,0,0.55,0,0,Sand
1104,SA.F3.310714.C2.12,2014,UOG,55.47663333,-5.07415,36.3,0,0,0,0,0.54,0,Mud
1105,SA.F2.010814.C1.1,2014,UOG,55.55403333,-5.075283333,42.2,0,0,0,0,0.49,0,Mud
1106,SA.F3.010814.C1.2,2014,UOG,55.54815,-5.0743,21.3,0.03,0.11,0.14,0.36,0,0,Sand
1107,SA.F1.010814.C1.3,2014,UOG,55.55123333,-5.079916667,17.6,0.08,0.24,0.41,0,0,0,Gravel
